17:32:03|2016-04-13|30.41|66.05
17:32:21|2016-04-13|38.86|70.52
17:32:33|2016-04-13|42.07|74.53
17:32:39|2016-04-13|38.51|94.69
17:32:51|2016-04-13|24.04|76.07
17:33:15|2016-04-13|33.77|65.32
17:33:21|2016-04-13|14.60|60.17
17:33:33|2016-04-13|19.98|85.59
17:33:44|2016-04-13|28.11|65.13
17:33:46|2016-04-13|15.97|53.70
17:33:53|2016-04-13|6.950|63.35
17:34:04|2016-04-13|43.32|85.28
17:34:08|2016-04-13|5.056|76.65
17:34:10|2016-04-13|30.88|65.81
17:34:32|2016-04-13|24.95|64.39
17:34:45|2016-04-13|13.40|59.09
17:35:09|2016-04-13|18.46|88.75
17:37:08|2016-04-13|27.07|93.79
17:37:41|2016-04-13|43.79|74.25
17:37:53|2016-04-13|36.74|72.58
17:58:59|2016-04-13|9.101|73.24
17:59:10|2016-04-13|21.13|91.71
17:59:34|2016-04-13|16.15|70.00
18:04:08|2016-04-13|5.231|74.26
18:04:27|2016-04-13|34.56|96.35
22:56:55|2016-04-13|40.96|96.94
22:56:59|2016-04-13|20.93|83.39
23:16:14|2016-04-13|5.588|78.40
23:16:15|2016-04-13|25.53|65.32
23:16:36|2016-04-13|17.03|89.23
23:17:05|2016-04-13|7.282|89.95
23:21:31|2016-04-13|7.284|68.97
23:22:00|2016-04-13|12.35|54.11
23:22:56|2016-04-13|5.224|56.32
23:23:03|2016-04-13|26.01|88.33
23:25:28|2016-04-13|27.83|94.97
23:25:45|2016-04-13|39.51|78.18
23:40:15|2016-04-13|24.46|87.22
23:40:41|2016-04-13|17.81|51.03
23:50:37|2016-04-13|7.546|65.73
23:50:43|2016-04-13|21.08|95.11
23:51:11|2016-04-13|23.20|51.45
23:51:32|2016-04-13|33.00|93.56
23:51:43|2016-04-13|30.64|93.95
23:51:59|2016-04-13|27.43|75.50
23:52:08|2016-04-13|19.13|63.08
23:52:27|2016-04-13|43.03|71.58
23:52:38|2016-04-13|14.89|76.78
23:52:45|2016-04-13|10.59|79.90
23:56:20|2016-04-13|42.48|64.51
23:56:25|2016-04-13|14.44|99.95
23:56:41|2016-04-13|36.36|91.91
23:57:02|2016-04-13|10.39|63.86
23:57:33|2016-04-13|29.86|71.17
23:57:37|2016-04-13|31.30|57.95
23:57:40|2016-04-13|39.88|79.97
23:57:48|2016-04-13|15.17|99.65
23:57:59|2016-04-13|28.05|52.15
23:58:23|2016-04-13|16.92|68.60
23:58:49|2016-04-13|7.267|72.01
23:58:55|2016-04-13|22.98|94.69
23:58:56|2016-04-13|8.271|80.02
23:59:21|2016-04-13|18.50|92.56
